N-NUMBER,AIRLINE,MANUFACTURER,MODEL,SEATS
764SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
765AN,AMERICAN AIRLINES INC,BOEING,777-223,440
765NC,DELTA AIR LINES INC,MCDONNELL DOUGLAS,DC-9-51,139
765SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
76502,CONTINENTAL AIRLINES INC,BOEING,737-824,149
76503,CONTINENTAL AIRLINES INC,BOEING,737-824,149
76504,CONTINENTAL AIRLINES INC,BOEING,737-824,149
76505,CONTINENTAL AIRLINES INC,BOEING,737-824,149
76508,CONTINENTAL AIRLINES INC,BOEING,737-824,149
76514,CONTINENTAL AIRLINES INC,BOEING,737-824,149
76515,CONTINENTAL AIRLINES INC,BOEING,737-824,149
76516,CONTINENTAL AIRLINES INC,BOEING,737-824,149
76517,CONTINENTAL AIRLINES INC,BOEING,737-824,149
76519,CONTINENTAL AIRLINES INC,BOEING,737-824,149
76522,CONTINENTAL AIRLINES INC,BOEING,737-824,149
76523,CONTINENTAL AIRLINES INC,BOEING,737-824,149
76526,CONTINENTAL AIRLINES INC,BOEING,737-824,149
76529,CONTINENTAL AIRLINES INC,BOEING,737-824,149
766AN,AMERICAN AIRLINES INC,BOEING,777-223,440
766NC,DELTA AIR LINES INC,MCDONNELL DOUGLAS,DC-9-51,139
766SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
7667A,AMERICAN AIRLINES INC,BOEING,757-223,178
767AJ,AMERICAN AIRLINES INC,BOEING,777-223,440
767NC,DELTA AIR LINES INC,MCDONNELL DOUGLAS,DC-9-51,139
767SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
768AA,AMERICAN AIRLINES INC,BOEING,777-223,440
768NC,DELTA AIR LINES INC,MCDONNELL DOUGLAS,DC-9-51,139
768SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
768UA,UNITED AIR LINES INC,BOEING,777-222,400
769NC,DELTA AIR LINES INC,MCDONNELL DOUGLAS,DC-9-51,139
769SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
769UA,UNITED AIR LINES INC,BOEING,777-222,400
770AN,AMERICAN AIRLINES INC,BOEING,777-223,440
770NC,DELTA AIR LINES INC,MCDONNELL DOUGLAS,DC-9-51,139
770SA,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
77006,CONTINENTAL AIRLINES INC,BOEING,777-224,400
77019,CONTINENTAL AIRLINES INC,BOEING,777-224,400
77022,CONTINENTAL AIRLINES INC,BOEING,777-224,400
77066,CONTINENTAL AIRLINES INC,BOEING,767-424ER,292
771AN,AMERICAN AIRLINES INC,BOEING,777-223,440
771NC,DELTA AIR LINES INC,MCDONNELL DOUGLAS,DC-9-51,139
771SA,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
771UA,UNITED AIR LINES INC,BOEING,777-222,400
772AN,AMERICAN AIRLINES INC,BOEING,777-223,440
772NC,DELTA AIR LINES INC,MCDONNELL DOUGLAS,DC-9-51,139
772SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
772UA,UNITED AIR LINES INC,BOEING,777-222,400
77258,CONTINENTAL AIRLINES INC,BOEING,737-824,149
773AN,AMERICAN AIRLINES INC,BOEING,777-223,440
773NC,DELTA AIR LINES INC,MCDONNELL DOUGLAS,DC-9-51,139
773SA,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
773UA,UNITED AIR LINES INC,BOEING,777-222,400
77303,CONTINENTAL AIRLINES INC,BOEING,737-3TO,149
774AN,AMERICAN AIRLINES INC,BOEING,777-223,440
774NC,DELTA AIR LINES INC,MCDONNELL DOUGLAS,DC-9-51,139
774SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
774UA,UNITED AIR LINES INC,BOEING,777-222,400
77430,CONTINENTAL AIRLINES INC,BOEING,737-924ER,191
77431,CONTINENTAL AIRLINES INC,BOEING,737-924ER,191
775AN,AMERICAN AIRLINES INC,BOEING,777-223,440
775NC,DELTA AIR LINES INC,MCDONNELL DOUGLAS,DC-9-51,139
775SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
775UA,UNITED AIR LINES INC,BOEING,777-222,400
77510,CONTINENTAL AIRLINES INC,BOEING,737-824,149
77518,CONTINENTAL AIRLINES INC,BOEING,737-824,149
77520,CONTINENTAL AIRLINES INC,BOEING,737-824,149
77525,CONTINENTAL AIRLINES INC,BOEING,737-824,149
776AN,AMERICAN AIRLINES INC,BOEING,777-223,440
776NC,DELTA AIR LINES INC,MCDONNELL DOUGLAS,DC-9-51,139
776UA,UNITED AIR LINES INC,BOEING,777-222,400
776WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
777AN,AMERICAN AIRLINES INC,BOEING,777-223,440
777NC,DELTA AIR LINES INC,MCDONNELL DOUGLAS,DC-9-51,139
777QC,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
778AN,AMERICAN AIRLINES INC,BOEING,777-223,440
778NC,DELTA AIR LINES INC,MCDONNELL DOUGLAS,DC-9-51,139
778SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
778UA,UNITED AIR LINES INC,BOEING,777-222,400
779AN,AMERICAN AIRLINES INC,BOEING,777-223,440
779NC,DELTA AIR LINES INC,MCDONNELL DOUGLAS,DC-9-51,139
779SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
779UA,UNITED AIR LINES INC,BOEING,777-222,400
780AN,AMERICAN AIRLINES INC,BOEING,777-223,440
780NC,DELTA AIR LINES INC,MCDONNELL DOUGLAS,DC-9-51,139
780SW,SOUTHWEST AIRLINES INC,BOEING,737-7H4,140
780UA,UNITED AIR LINES INC,BOEING,777-222,400
78009,CONTINENTAL AIRLINES INC,BOEING,777-224,400
78013,CONTINENTAL AIRLINES INC,BOEING,777-224,400
78017,CONTINENTAL AIRLINES INC,BOEING,777-224,400
78060,CONTINENTAL AIRLINES INC,BOEING,767-424ER,292
781AN,AMERICAN AIRLINES INC,BOEING,777-223,440
781NC,DELTA AIR LINES INC,MCDONNELL DOUGLAS,DC-9-51,139
781UA,UNITED AIR LINES INC,BOEING,777-222,400
781WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
782AN,AMERICAN AIRLINES INC,BOEING,777-223,440
782NC,DELTA AIR LINES INC,MCDONNELL DOUGLAS,DC-9-51,139
782SA,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
782UA,UNITED AIR LINES INC,BOEING,777-222,400
783AN,AMERICAN AIRLINES INC,BOEING,777-223,440
783NC,DELTA AIR LINES INC,MCDONNELL DOUGLAS,DC-9-51,139
783SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
783UA,UNITED AIR LINES INC,BOEING,777-222,400
784AN,AMERICAN AIRLINES INC,BOEING,777-223,440
784NC,DELTA AIR LINES INC,MCDONNELL DOUGLAS,DC-9-51,139
784SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
784UA,UNITED AIR LINES INC,BOEING,777-222,400
78438,CONTINENTAL AIRLINES INC,BOEING,737-924ER,191
785AN,AMERICAN AIRLINES INC,BOEING,777-223,440
785NC,DELTA AIR LINES INC,MCDONNELL DOUGLAS,DC-9-51,139
785SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
785UA,UNITED AIR LINES INC,BOEING,777-222,400
78501,CONTINENTAL AIRLINES INC,BOEING,737-824,149
78506,CONTINENTAL AIRLINES INC,BOEING,737-824,149
78509,CONTINENTAL AIRLINES INC,BOEING,737-824,149
78511,CONTINENTAL AIRLINES INC,BOEING,737-824,149
78524,CONTINENTAL AIRLINES INC,BOEING,737-824,149
786AN,AMERICAN AIRLINES INC,BOEING,777-223,440
786NC,DELTA AIR LINES INC,MCDONNELL DOUGLAS,DC-9-51,139
786SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
786UA,UNITED AIR LINES INC,BOEING,777-222,400
787AL,AMERICAN AIRLINES INC,BOEING,777-223,440
787NC,DELTA AIR LINES INC,MCDONNELL DOUGLAS,DC-9-51,139
787SA,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
787UA,UNITED AIR LINES INC,BOEING,777-222,400
788AN,AMERICAN AIRLINES INC,BOEING,777-223,440
788SA,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
788UA,UNITED AIR LINES INC,BOEING,777-222,400
789AN,AMERICAN AIRLINES INC,BOEING,777-223,440
789SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
790AN,AMERICAN AIRLINES INC,BOEING,777-223,440
790SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
79011,CONTINENTAL AIRLINES INC,BOEING,777-224,400
791AN,AMERICAN AIRLINES INC,BOEING,777-223,440
791SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
791UA,UNITED AIR LINES INC,BOEING,777-222,400
792AN,AMERICAN AIRLINES INC,BOEING,777-223,440
792SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
792UA,UNITED AIR LINES INC,BOEING,777-222,400
79279,CONTINENTAL AIRLINES INC,BOEING,737-824,149
793AN,AMERICAN AIRLINES INC,BOEING,777-223,440
793SA,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
793UA,UNITED AIR LINES INC,BOEING,777-222,400
794AN,AMERICAN AIRLINES INC,BOEING,777-223,440
794SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
794UA,UNITED AIR LINES INC,BOEING,777-222,400
79402,CONTINENTAL AIRLINES INC,BOEING,737-924,191
795AN,AMERICAN AIRLINES INC,BOEING,777-223,440
795SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
795UA,UNITED AIR LINES INC,BOEING,777-222,400
79521,CONTINENTAL AIRLINES INC,BOEING,737-824,149
796AN,AMERICAN AIRLINES INC,BOEING,777-223,440
796SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
796UA,UNITED AIR LINES INC,BOEING,777-222,400
797AN,AMERICAN AIRLINES INC,BOEING,777-223,440
797MX,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
797UA,UNITED AIR LINES INC,BOEING,777-222,400
798AN,AMERICAN AIRLINES INC,BOEING,777-223,440
798SW,SOUTHWEST AIRLINES CO,BOEING,737-7AD,128
798UA,UNITED AIR LINES INC,BOEING,777-222,400
799AN,AMERICAN AIRLINES INC,BOEING,777-223,440
799UA,UNITED AIR LINES INC,BOEING,777-222,400
800NN,AMERICAN AIRLINES INC,BOEING,737-823,162
801NW,DELTA AIR LINES INC,AIRBUS,A330-323,379
801UA,UNITED AIR LINES INC,AIRBUS INDUSTRIE,A319-131,179
802NW,DELTA AIR LINES INC,AIRBUS,A330-323,379
802UA,UNITED AIR LINES INC,AIRBUS INDUSTRIE,A319-131,179
803NN,AMERICAN AIRLINES INC,BOEING,737-823,162
803NW,DELTA AIR LINES INC,AIRBUS,A330-323,379
803UA,UNITED AIR LINES INC,AIRBUS INDUSTRIE,A319-131,179
804NN,AMERICAN AIRLINES INC,BOEING,737-823,162
804NW,DELTA AIR LINES INC,AIRBUS,A330-323,379
804UA,UNITED AIR LINES INC,AIRBUS INDUSTRIE,A319-131,179
805NW,DELTA AIR LINES INC,AIRBUS,A330-323,379
805UA,UNITED AIR LINES INC,AIRBUS INDUSTRIE,A319-131,179
806NN,AMERICAN AIRLINES INC,BOEING,737-823,162
806NW,DELTA AIR LINES INC,AIRBUS,A330-323,379
806UA,UNITED AIR LINES INC,AIRBUS INDUSTRIE,A319-131,179
807NN,AMERICAN AIRLINES INC,BOEING,737-823,162
807NW,DELTA AIR LINES INC,AIRBUS,A330-323,379
807UA,UNITED AIR LINES INC,AIRBUS INDUSTRIE,A319-131,179
808NW,DELTA AIR LINES INC,AIRBUS,A330-323,379
809NW,DELTA AIR LINES INC,AIRBUS,A330-323,379
809UA,UNITED AIR LINES INC,AIRBUS INDUSTRIE,A319-131,179
810NN,AMERICAN AIRLINES INC,BOEING,737-823,162
810NW,DELTA AIR LINES INC,AIRBUS,A330-323,379
810UA,UNITED AIR LINES INC,AIRBUS INDUSTRIE,A319-131,179
811NN,AMERICAN AIRLINES INC,BOEING,737-823,162
811NW,DELTA AIR LINES INC,AIRBUS,A330-323,379
811UA,UNITED AIR LINES INC,AIRBUS INDUSTRIE,A319-131,179
812NW,DELTA AIR LINES INC,AIRBUS,A330-323,379
812UA,UNITED AIR LINES INC,AIRBUS INDUSTRIE,A319-131,179
813NW,DELTA AIR LINES INC,AIRBUS,A330-323,379
813UA,UNITED AIR LINES INC,AIRBUS INDUSTRIE,A319-131,179
814NN,AMERICAN AIRLINES INC,BOEING,737-823,162
814NW,DELTA AIR LINES INC,AIRBUS,A330-323,379
814UA,UNITED AIR LINES INC,AIRBUS INDUSTRIE,A319-131,179
815NW,DELTA AIR LINES INC,AIRBUS,A330-323,379
815UA,UNITED AIR LINES INC,AIRBUS INDUSTRIE,A319-131,179
816NW,DELTA AIR LINES INC,AIRBUS,A330-323,379
816UA,UNITED AIR LINES INC,AIRBUS INDUSTRIE,A319-131,179
817NN,AMERICAN AIRLINES INC,BOEING,737-823,162
817NW,DELTA AIR LINES INC,AIRBUS,A330-323,379
817UA,UNITED AIR LINES INC,AIRBUS INDUSTRIE,A319-131,179
818NW,DELTA AIR LINES INC,AIRBUS,A330-323,379
818UA,UNITED AIR LINES INC,AIRBUS INDUSTRIE,A319-131,179
819NN,AMERICAN AIRLINES INC,BOEING,737-823,162
819NW,DELTA AIR LINES INC,AIRBUS,A330-323,379
819UA,UNITED AIR LINES INC,AIRBUS INDUSTRIE,A319-131,179
820NN,AMERICAN AIRLINES INC,BOEING,737-823,162
820NW,DELTA AIR LINES INC,AIRBUS,A330-323,379
820UA,UNITED AIR LINES INC,AIRBUS INDUSTRIE,A319-131,179
821NW,DELTA AIR LINES INC,AIRBUS,A330-323,379
821UA,UNITED AIR LINES INC,AIRBUS INDUSTRIE,A319-131,179
822UA,UNITED AIR LINES INC,AIRBUS INDUSTRIE,A319-131,179
823UA,UNITED AIR LINES INC,AIRBUS INDUSTRIE,A319-131,179
824UA,UNITED AIR LINES INC,AIRBUS INDUSTRIE,A319-131,179
825MH,DELTA AIR LINES INC,BOEING,767-432ER,300
825NN,AMERICAN AIRLINES INC,BOEING,737-823,162
825UA,UNITED AIR LINES INC,AIRBUS INDUSTRIE,A319-131,179
826MH,DELTA AIR LINES INC,BOEING,767-432ER,300
826NN,AMERICAN AIRLINES INC,BOEING,737-823,162
826UA,UNITED AIR LINES INC,AIRBUS INDUSTRIE,A319-131,179
827MH,DELTA AIR LINES INC,BOEING,767-432ER,300
827NN,AMERICAN AIRLINES INC,BOEING,737-823,162
827UA,UNITED AIR LINES INC,AIRBUS INDUSTRIE,A319-131,179
828MH,DELTA AIR LINES INC,BOEING,767-432ER,300
828UA,UNITED AIR LINES INC,AIRBUS INDUSTRIE,A319-131,179
829MH,DELTA AIR LINES INC,BOEING,767-432ER,300
829NN,AMERICAN AIRLINES INC,BOEING,737-823,162
829UA,UNITED AIR LINES INC,AIRBUS INDUSTRIE,A319-131,179
830MH,DELTA AIR LINES INC,BOEING,767-432ER,300
830NN,AMERICAN AIRLINES INC,BOEING,737-823,162
830UA,UNITED AIR LINES INC,AIRBUS INDUSTRIE,A319-131,179
831MH,DELTA AIR LINES INC,BOEING,767-432ER,300
831NN,AMERICAN AIRLINES INC,BOEING,737-823,162
831UA,UNITED AIR LINES INC,AIRBUS INDUSTRIE,A319-131,179
832MH,DELTA AIR LINES INC,BOEING,767-432ER,300
832NN,AMERICAN AIRLINES INC,BOEING,737-823,162
832UA,UNITED AIR LINES INC,AIRBUS INDUSTRIE,A319-131,179
833MH,DELTA AIR LINES INC,BOEING,767-432ER,300
833NN,AMERICAN AIRLINES INC,BOEING,737-823,162
833UA,UNITED AIR LINES INC,AIRBUS INDUSTRIE,A319-131,179
834MH,DELTA AIR LINES INC,BOEING,767-432ER,300
834NN,AMERICAN AIRLINES INC,BOEING,737-823,162
834UA,UNITED AIR LINES INC,AIRBUS INDUSTRIE,A319-131,179
835MH,DELTA AIR LINES INC,BOEING,767-432ER,300
835UA,UNITED AIR LINES INC,AIRBUS INDUSTRIE,A319-131,179
836MH,DELTA AIR LINES INC,BOEING,767-432ER,300
836UA,UNITED AIR LINES INC,AIRBUS INDUSTRIE,A319-131,179
837MH,DELTA AIR LINES INC,BOEING,767-432ER,300
837UA,UNITED AIR LINES INC,AIRBUS INDUSTRIE,A319-131,179
838MH,DELTA AIR LINES INC,BOEING,767-432ER,300
838UA,UNITED AIR LINES INC,AIRBUS INDUSTRIE,A319-131,179
839MH,DELTA AIR LINES INC,BOEING,767-432ER,300
839UA,UNITED AIR LINES INC,AIRBUS INDUSTRIE,A319-131,179
840MH,DELTA AIR LINES INC,BOEING,767-432ER,300
840UA,UNITED AIR LINES INC,AIRBUS INDUSTRIE,A319-131,179
841MH,DELTA AIR LINES INC,BOEING,767-432ER,300
841UA,UNITED AIR LINES INC,AIRBUS INDUSTRIE,A319-131,179
842MH,DELTA AIR LINES INC,BOEING,767-432ER,300
842UA,UNITED AIR LINES INC,AIRBUS INDUSTRIE,A319-131,179
843MH,DELTA AIR LINES INC,BOEING,767-432ER,300
843UA,UNITED AIR LINES INC,AIRBUS INDUSTRIE,A319-131,179
844MH,DELTA AIR LINES INC,BOEING,767-432ER,300
844UA,UNITED AIR LINES INC,AIRBUS INDUSTRIE,A319-131,179
845MH,DELTA AIR LINES INC,BOEING,767-432ER,300
845UA,UNITED AIR LINES INC,AIRBUS INDUSTRIE,A319-131,179
846UA,UNITED AIR LINES INC,AIRBUS INDUSTRIE,A319-131,179
848UA,UNITED AIR LINES INC,AIRBUS INDUSTRIE,A319-131,179
849UA,UNITED AIR LINES INC,AIRBUS INDUSTRIE,A319-131,179
850UA,UNITED AIR LINES INC,AIRBUS INDUSTRIE,A319-131,179
851NW,DELTA AIR LINES INC,AIRBUS INDUSTRIE,A330-223,379
851UA,UNITED AIR LINES INC,AIRBUS,A319-131,179
852NW,DELTA AIR LINES INC,AIRBUS,A330-223,379
852UA,UNITED AIR LINES INC,AIRBUS,A319-131,179
853NW,DELTA AIR LINES INC,AIRBUS,A330-223,379
854NW,DELTA AIR LINES INC,AIRBUS,A330-223,379
855NW,DELTA AIR LINES INC,AIRBUS,A330-223,379
856NW,DELTA AIR LINES INC,AIRBUS,A330-223,379
857NW,DELTA AIR LINES INC,AIRBUS,A330-223,379
858NW,DELTA AIR LINES INC,AIRBUS,A330-223,379
859NW,DELTA AIR LINES INC,AIRBUS,A330-223,379
860DA,DELTA AIR LINES INC,BOEING,777-232,400
860NW,DELTA AIR LINES INC,AIRBUS,A330-223,379
861DA,DELTA AIR LINES INC,BOEING,777-232,400
861NW,DELTA AIR LINES INC,AIRBUS,A330-223,379
862DA,DELTA AIR LINES INC,BOEING,777-232,400
863DA,DELTA AIR LINES INC,BOEING,777-232,400
864DA,DELTA AIR LINES INC,BOEING,777-232,400
865DA,DELTA AIR LINES INC,BOEING,777-232,400
866DA,DELTA AIR LINES INC,BOEING,777-232,400
867DA,DELTA AIR LINES INC,BOEING,777-232,400
87507,CONTINENTAL AIRLINES INC,BOEING,737-824,149
87512,CONTINENTAL AIRLINES INC,BOEING,737-824,149
87513,CONTINENTAL AIRLINES INC,BOEING,737-824,149
87527,CONTINENTAL AIRLINES INC,BOEING,737-824,149
8791Q,SOUTHWEST AIRLINES INC,CESSNA,TU206G,6
8878,DELTA AIR LINES INC,CURTISS WRIGHT,TRAVEL AIR 6-B,6
89S,DELTA AIR LINES INC,DOUGLAS,DC-9-31,85
8908E,DELTA AIR LINES INC,DOUGLAS,DC-9-14,85
8909E,DELTA AIR LINES INC,DOUGLAS,DC-9-14,85
8911E,DELTA AIR LINES INC,DOUGLAS,DC-9-14,85
8912E,DELTA AIR LINES INC,DOUGLAS,DC-9-14,85
8913E,DELTA AIR LINES INC,DOUGLAS,DC-9-14,85
8914E,DELTA AIR LINES INC,DOUGLAS,DC-9-14,85
8915E,DELTA AIR LINES INC,DOUGLAS,DC-9-14,85
8920E,DELTA AIR LINES INC,DOUGLAS,DC-9-31,85
8921E,DELTA AIR LINES INC,DOUGLAS,DC-9-31,85
8929E,DELTA AIR LINES INC,DOUGLAS,DC-9-31,85
8932E,DELTA AIR LINES INC,DOUGLAS,DC-9-31,85
8938E,DELTA AIR LINES INC,DOUGLAS,DC-9-31,85
8944E,DELTA AIR LINES INC,DOUGLAS,DC-9-31,85
8960E,DELTA AIR LINES INC,DOUGLAS,DC-9-31,85
8986E,DELTA AIR LINES INC,DOUGLAS,DC-9-31,85
90S,DELTA AIR LINES INC,DOUGLAS,DC-9-31,85
900DE,DELTA AIR LINES INC,MCDONNELL DOUGLAS CORPORATION,MD-88,142
900PC,DELTA AIR LINES INC,BOEING,757-26D,178
900WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
901AN,AMERICAN AIRLINES INC,BOEING,737-823,162
901DA,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30,142
901DE,DELTA AIR LINES INC,MCDONNELL DOUGLAS CORPORATION,MD-88,142
901WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
901XJ,DELTA AIR LINES INC,BOMBARDIER INC,CL600-2D24,22
902AN,AMERICAN AIRLINES INC,BOEING,737-823,162
902DA,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30,142
902DE,DELTA AIR LINES INC,MCDONNELL DOUGLAS CORPORATION,MD-88,142
902WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
902XJ,DELTA AIR LINES INC,BOMBARDIER INC,CL600-2D24,22
903AN,AMERICAN AIRLINES INC,BOEING,737-823,162
903DA,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30,142
903DE,DELTA AIR LINES INC,MCDONNELL DOUGLAS CORPORATION,MD-88,142
903XJ,DELTA AIR LINES INC,BOMBARDIER INC,CL600-2D24,22
904AN,AMERICAN AIRLINES INC,BOEING,737-823,162
904DA,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30,142
904DE,DELTA AIR LINES INC,MCDONNELL DOUGLAS CORPORATION,MD-88,142
904DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
904UA,UNITED AIR LINES INC,BOEING,737-522,149
904XJ,DELTA AIR LINES INC,BOMBARDIER INC,CL600-2D24,22
905AN,AMERICAN AIRLINES INC,BOEING,737-823,162
905DA,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30,142
905DE,DELTA AIR LINES INC,MCDONNELL DOUGLAS CORPORATION,MD-88,142
905XJ,DELTA AIR LINES INC,BOMBARDIER INC,CL600-2D24,22
906AN,AMERICAN AIRLINES INC,BOEING,737-823,162
906DA,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30,142
906DE,DELTA AIR LINES INC,MCDONNELL DOUGLAS CORPORATION,MD-88,142
906UA,UNITED AIR LINES INC,BOEING,737-522,149
906WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
906XJ,DELTA AIR LINES INC,BOMBARDIER INC,CL600-2D24,22
907AN,AMERICAN AIRLINES INC,BOEING,737-823,162
907DA,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30,142
907DE,DELTA AIR LINES INC,MCDONNELL DOUGLAS CORPORATION,MD-88,142
907UA,UNITED AIR LINES INC,BOEING,737-522,149
907WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
907XJ,DELTA AIR LINES INC,BOMBARDIER INC,CL600-2D24,22
908AN,AMERICAN AIRLINES INC,BOEING,737-823,162
908DA,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30,142
908DE,DELTA AIR LINES INC,MCDONNELL DOUGLAS CORPORATION,MD-88,142
908WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
908XJ,DELTA AIR LINES INC,BOMBARDIER INC,CL600-2D24,22
909AN,AMERICAN AIRLINES INC,BOEING,737-823,162
909DA,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30,142
909DE,DELTA AIR LINES INC,MCDONNELL DOUGLAS CORPORATION,MD-88,142
909WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
909XJ,DELTA AIR LINES INC,BOMBARDIER INC,CL600-2D24,22
910AN,AMERICAN AIRLINES INC,BOEING,737-823,162
910DE,DELTA AIR LINES INC,MCDONNELL DOUGLAS CORPORATION,MD-88,142
910DN,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30,142
910UA,UNITED AIR LINES INC,BOEING,737-522,149
910WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
910XJ,DELTA AIR LINES INC,BOMBARDIER INC,CL600-2D24,22
911DA,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30,142
911DE,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
912AN,AMERICAN AIRLINES INC,BOEING,737-823,162
912DE,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
912DN,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30,142
912UA,UNITED AIR LINES INC,BOEING,737-522,149
912WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
912XJ,DELTA AIR LINES INC,BOMBARDIER INC,CL600-2D24,22
913AN,AMERICAN AIRLINES INC,BOEING,737-823,162
913DE,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
913DN,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30,142
913UA,UNITED AIR LINES INC,BOEING,737-522,149
913WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
913XJ,DELTA AIR LINES INC,BOMBARDIER INC,CL600-2D24,22
914AN,AMERICAN AIRLINES INC,BOEING,737-823,162
914DE,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
914DN,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30,142
914RW,DELTA AIR LINES INC,DOUGLAS,DC-9-31,85
914WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
914XJ,DELTA AIR LINES INC,BOMBARDIER INC,CL600-2D24,22
915AN,AMERICAN AIRLINES INC,BOEING,737-823,162
915DE,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
915DN,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30,142
915RW,DELTA AIR LINES INC,DOUGLAS,DC-9-31,85
915WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
915XJ,DELTA AIR LINES INC,BOMBARDIER INC,CL600-2D24,22
916AN,AMERICAN AIRLINES INC,BOEING,737-823,162
916DE,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
916DN,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30,142
916XJ,DELTA AIR LINES INC,BOMBARDIER INC,CL600-2D24,22
917AN,AMERICAN AIRLINES INC,BOEING,737-823,162
917DE,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
917DN,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30,142
917WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
917XJ,DELTA AIR LINES INC,BOMBARDIER INC,CL600-2D24,22
918AN,AMERICAN AIRLINES INC,BOEING,737-823,162
918DE,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
918DH,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30,142
918UA,UNITED AIR LINES INC,BOEING,737-522,149
